75,33,right,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: _; 1,2: _; 2,2: _],move_forward
75,46,right,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: _; 1,2: _; 2,2: _],move_forward
75,47,right,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: _; 1,2: _; 2,2: _],move_forward
75,48,right,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: _; 1,2: _; 2,2: _],move_forward
75,49,right,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],turn_right
75,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
74,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
73,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
72,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
71,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
70,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
69,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
68,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
67,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
66,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
65,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
64,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
63,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
62,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
61,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
60,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
59,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
58,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
57,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
56,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
55,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
54,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
53,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
52,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
51,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
50,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
49,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
48,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
47,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
46,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
45,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
44,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
43,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
42,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
41,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
40,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
39,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
38,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
37,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
36,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
35,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
34,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
33,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
32,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
31,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
30,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
29,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
28,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
27,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
26,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
25,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
24,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
23,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
22,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
21,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
20,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
19,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
18,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
17,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
16,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
15,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
14,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
13,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
12,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
11,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
10,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
9,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
8,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
7,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
6,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
5,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
4,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
3,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
2,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
1,49,down,[0,0: _; 1,0: _; 2,0: _; 0,1: _; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],move_forward
0,49,down,[0,0: null; 1,0: _; 2,0: _; 0,1: null; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],turn_left
0,49,right,[0,0: null; 1,0: _; 2,0: _; 0,1: null; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],turn_right
0,49,down,[0,0: null; 1,0: _; 2,0: _; 0,1: null; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],turn_left
0,49,right,[0,0: null; 1,0: _; 2,0: _; 0,1: null; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],turn_right
0,49,down,[0,0: null; 1,0: _; 2,0: _; 0,1: null; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],turn_left
0,49,right,[0,0: null; 1,0: _; 2,0: _; 0,1: null; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],turn_right
0,49,down,[0,0: null; 1,0: _; 2,0: _; 0,1: null; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],turn_left
0,49,right,[0,0: null; 1,0: _; 2,0: _; 0,1: null; 1,1: 3; 2,1: _; 0,2: null; 1,2: null; 2,2: null],turn_right
goal reached
